date,o,h,l,c,v
2020-09-29 18:30:00,1.07955,1.07958,1.0793750000000002,1.07944,477
2020-09-29 18:35:00,1.079475,1.07951,1.0792549999999999,1.079305,646
2020-09-29 18:40:00,1.0793300000000001,1.079345,1.079075,1.079185,457
2020-09-29 18:45:00,1.079215,1.07924,1.079105,1.07915,419
2020-09-29 18:50:00,1.07916,1.07918,1.07905,1.0790799999999998,368
2020-09-29 18:55:00,1.079175,1.0792700000000002,1.07905,1.0792549999999999,698
2020-09-29 19:00:00,1.0793499999999998,1.07944,1.0792,1.07938,752
2020-09-29 19:05:00,1.0793849999999998,1.07939,1.079185,1.07923,397
2020-09-29 19:10:00,1.079245,1.079255,1.07916,1.07918,259
2020-09-29 19:15:00,1.079245,1.07931,1.07917,1.07928,350
2020-09-29 19:20:00,1.0793249999999999,1.079385,1.079215,1.0793650000000001,594
2020-09-29 19:25:00,1.07939,1.079415,1.07932,1.07937,421
2020-09-29 19:30:00,1.07942,1.0794700000000002,1.079335,1.079435,408
2020-09-29 19:35:00,1.07952,1.0796000000000001,1.0793849999999998,1.0795599999999999,614
2020-09-29 19:40:00,1.079615,1.079675,1.07954,1.079675,390
2020-09-29 19:45:00,1.0798,1.07993,1.079645,1.079885,405
2020-09-29 19:50:00,1.07989,1.079895,1.079695,1.079765,511
2020-09-29 19:55:00,1.079775,1.07978,1.07948,1.07973,955
2020-09-29 20:00:00,1.079785,1.079815,1.07961,1.079755,780
2020-09-29 20:05:00,1.07979,1.079835,1.079685,1.0797400000000001,314
2020-09-29 20:10:00,1.079755,1.0797599999999998,1.0796800000000002,1.07975,204
2020-09-29 20:15:00,1.0797599999999998,1.0797599999999998,1.079675,1.079695,185
2020-09-29 20:20:00,1.079695,1.079695,1.0796000000000001,1.079605,80
2020-09-29 20:25:00,1.079615,1.0796350000000001,1.079415,1.079415,278
2020-09-29 20:30:00,1.079475,1.079535,1.079415,1.07945,59
2020-09-29 20:35:00,1.07948,1.079505,1.07943,1.079505,21
2020-09-29 20:40:00,1.079505,1.079505,1.07939,1.079425,63
